"﻿縣市別","村里","納稅單位(戶)","綜合所得總額","平均數","中位數","第一分位數","第三分位數","標準差","變異係數"
"桃園市龍潭區","三水里","168","98639","587","404","201","729","629.54","107.22"
"桃園市龍潭區","中興里","1414","1008997","714","468","251","811","975.23","136.67"
"桃園市龍潭區","中正里","2077","2004356","965","621","307","1202","1305.22","135.25"
"桃園市龍潭區","中山里","2082","1976828","949","583","305","1160","1192.03","125.55"
"桃園市龍潭區","凌雲里","1193","710142","595","432","233","755","608.13","102.16"
"桃園市龍潭區","永興里","825","508719","617","414","222","743","794.63","128.87"
"桃園市龍潭區","烏樹林里","906","600107","662","464","244","816","737.19","111.30"
"桃園市龍潭區","百年里","1607","1634913","1017","565","294","1145","4214.97","414.30"
"桃園市龍潭區","龍祥里","1130","819748","725","481","253","900","884.67","121.95"
"桃園市龍潭區","聖德里","973","555788","571","410","235","683","674.54","118.09"
"桃園市龍潭區","龍星里","1495","1236530","827","535","273","1077","889.11","107.50"
"桃園市龍潭區","上華里","1148","913480","796","504","231","956","1426.07","179.22"
"桃園市龍潭區","武漢里","435","289740","666","511","250","800","757.56","113.74"
"桃園市龍潭區","東興里","1207","1010734","837","605","299","1079","847.31","101.18"
"桃園市龍潭區","北興里","666","371389","558","403","221","695","719.89","129.10"
"桃園市龍潭區","建林里","1309","1150671","879","559","280","1067","1514.34","172.27"
"桃園市龍潭區","富林里","1110","910828","821","575","289","1052","874.11","106.53"
"桃園市龍潭區","祥和里","555","369753","666","476","267","816","696.35","104.52"
"桃園市龍潭區","渴望里","958","1679780","1753","953","369","2071","3733.53","212.93"
"桃園市龍潭區","其他","2","878","439","439","230","647","590.20","134.50"
"桃園市龍潭區","合計","35582","28572194","803","505","260","955","1563.63","194.72"
"桃園市平鎮區","忠貞里","567","549030","968","666","332","1266","1075.06","111.03"
"桃園市平鎮區","東社里","1000","572727","573","413","229","712","580.51","101.36"
"桃園市平鎮區","東勢里","1794","1185171","661","445","234","781","860.15","130.20"
"桃園市平鎮區","山峰里","688","413102","600","422","230","759","622.45","103.67"
"桃園市平鎮區","平鎮里","1579","1082547","686","452","232","828","811.29","118.33"
"桃園市平鎮區","北勢里","843","738774","876","548","272","1097","992.77","113.28"
"桃園市平鎮區","南勢里","2132","1668395","783","508","274","970","959.51","122.61"
"桃園市平鎮區","宋屋里","1620","1237534","764","501","253","958","894.97","117.16"
"桃園市平鎮區","高雙里","1568","1540650","983","589","295","1207","1145.88","116.62"
"桃園市平鎮區","復旦里","2145","2231744","1040","627","291","1300","1380.13","132.65"
"桃園市平鎮區","新勢里","1239","924613","746","499","260","911","869.78","116.55"
"桃園市平鎮區","建安里","1441","925849","643","449","229","797","720.18","112.09"
"桃園市平鎮區","中正里","543","456983","842","561","265","1083","982.21","116.71"
"桃園市平鎮區","貿易里","701","573503","818","572","304","1059","799.73","97.75"
"桃園市平鎮區","湧光里","1642","1081516","659","445","240","800","778.32","118.17"
"桃園市平鎮區","義民里","1984","2063418","1040","513","266","1057","7738.22","744.04"
"桃園市平鎮區","雙連里","1582","1179130","745","474","250","893","970.68","130.23"
"桃園市平鎮區","東安里","864","510784","591","420","218","711","687.29","116.26"
"桃園市平鎮區","龍恩里","837","475000","568","425","217","703","584.44","102.98"
"桃園市平鎮區","龍興里","747","492147","659","431","237","782","1133.13","171.99"
"桃園市平鎮區","廣興里","1962","1775112","905","569","279","1116","1166.73","128.96"
"桃園市平鎮區","莊敬里","1582","1146688","725","479","251","880","900.58","124.25"
"桃園市平鎮區","新富里","2220","2044148","921","583","287","1151","1300.61","141.25"
"桃園市平鎮區","北興里","1289","870410","675","486","257","868","708.06","104.86"
"桃園市平鎮區","北貴里","1373","964403","702","463","244","860","804.55","114.54"
"桃園市平鎮區","新安里","1457","852145","585","461","250","739","524.80","89.73"
"桃園市平鎮區","鎮興里","1012","670404","662","461","252","794","742.48","112.08"
"桃園市平鎮區","義興里","2513","2079006","827","534","249","993","1552.82","187.70"
"桃園市平鎮區","湧豐里","588","415300","706","425","241","760","1087.34","153.95"
"桃園市平鎮區","湧安里","1550","926560","598","464","238","776","570.21","95.39"
"桃園市平鎮區","廣達里","1494","1289851","863","580","292","1099","971.32","112.51"
"桃園市平鎮區","福林里","1240","963492","777","498","257","970","1093.12","140.68"
"桃園市平鎮區","金星里","2612","2141303","820","583","306","1040","858.92","104.77"
"桃園市平鎮區","廣仁里","1350","818319","606","412","213","744","734.75","121.21"
"桃園市平鎮區","新貴里","1062","756402","712","471","240","853","864.62","121.39"
"桃園市平鎮區","北富里","1368","1050037","768","491","261","923","1049.58","136.74"
"桃園市平鎮區","新榮里","1924","1498681","779","524","263","916","1095.88","140.69"
"桃園市平鎮區","華安里","1300","745286","573","415","237","727","550.48","96.02"
"桃園市平鎮區","金陵里","1144","1052945","920","588","282","1171","1026.11","111.48"
"桃園市平鎮區","北安里","541","469416","868","527","240","977","1173.35","135.23"
"桃園市平鎮區","北華里","1469","1514653","1031","656","299","1291","1280.22","124.16"
"桃園市平鎮區","復興里","1828","1602600","877","533","286","1086","1081.64","123.38"
"桃園市平鎮區","平興里","2197","2136613","973","618","299","1223","1246.53","128.18"
"桃園市平鎮區","新英里","1489","1260564","847","587","271","1107","924.24","109.17"
"桃園市平鎮區","平安里","1955","1466238","750","555","273","974","725.68","96.76"
"桃園市平鎮區","平南里","2610","1938089","743","520","264","959","801.27","107.91"
"桃園市平鎮區","其他","6","1582","264","258","134","413","182.04","69.02"
"桃園市平鎮區","合計","66651","52352866","785","507","259","960","1654.52","210.64"
"桃園市新屋區","新屋里","928","607459","655","472","243","830","679.51","103.81"
"桃園市新屋區","新生里","1413","943001","667","469","254","828","699.23","104.77"
"桃園市新屋區","後湖里","498","280174","563","399","227","767","535.45","95.18"
"桃園市新屋區","清華里","1450","920876","635","436","237","752","718.55","113.14"
"桃園市新屋區","石磊里","775","459336","593","441","238","739","621.53","104.87"
"桃園市新屋區","東明里","462","296608","642","441","263","786","673.43","104.89"
"桃園市新屋區","社子里","400","264057","660","472","250","756","769.15","116.51"
"桃園市新屋區","九斗里","741","432401","584","434","232","778","569.36","97.57"
"桃園市新屋區","埔頂里","851","488588","574","413","233","682","692.27","120.58"
"桃園市新屋區","頭洲里","1615","1196288","741","508","264","915","846.07","114.22"
"桃園市新屋區","大坡里","397","250428","631","450","224","746","711.21","112.75"
"桃園市新屋區","望間里","405","250342","618","427","218","721","806.45","130.47"
"桃園市新屋區","後庄里","303","192430","635","438","235","792","754.82","118.85"
"桃園市新屋區","槺榔里","288","155884","541","399","213","696","512.40","94.67"
"桃園市新屋區","深圳里","146","104553","716","486","275","929","899.13","125.56"
"桃園市新屋區","蚵間里","261","147720","566","439","240","725","500.39","88.41"
"桃園市新屋區","笨港里","276","156810","568","427","237","698","564.99","99.44"
"桃園市新屋區","永興里","298","165901","557","387","243","675","646.07","116.05"
"桃園市新屋區","下埔里","228","133656","586","462","214","781","523.87","89.37"
"桃園市新屋區","石牌里","254","140300","552","394","214","729","617.12","111.72"
"桃園市新屋區","下田里","483","274406","568","404","219","701","597.34","105.14"
"桃園市新屋區","赤欄里","424","269849","636","442","231","775","724.81","113.89"
"桃園市新屋區","永安里","669","408211","610","414","222","700","860.47","141.02"
"桃園市新屋區","其他","3","1634","545","593","492","621","135.65","24.91"
"桃園市新屋區","合計","13568","8540911","629","441","239","771","705.33","112.05"
"桃園市觀音區","觀音里","847","512253","605","455","242","759","611.44","101.10"
"桃園市觀音區","廣興里","407","232719","572","410","216","762","566.30","99.04"
"桃園市觀音區","白玉里","235","145622","620","431","237","796","639.75","103.24"
"桃園市觀音區","武威里","290","176408","608","430","248","741","599.70","98.58"
"桃園市觀音區","大潭里","720","436432","606","425","228","744","721.27","118.99"
"桃園市觀音區","保生里","698","443192","635","441","247","809","715.48","112.68"
"桃園市觀音區","三和里","259","152722","590","433","238","791","554.58","94.05"
"桃園市觀音區","新興里","274","187411","684","507","278","820","615.90","90.05"
"桃園市觀音區","新坡里","916","578985","632","459","272","782","736.04","116.45"
"桃園市觀音區","廣福里","896","591192","660","449","239","784","777.27","117.80"
"桃園市觀音區","金湖里","921","533089","579","422","223","748","573.05","99.00"
"桃園市觀音區","坑尾里","638","377297","591","450","254","757","582.40","98.48"
"桃園市觀音區","藍埔里","919","597627","650","440","229","757","776.47","119.40"
"桃園市觀音區","大堀里","564","356700","632","464","266","816","629.97","99.61"
"桃園市觀音區","大同里","1087","731255","673","473","247","840","754.44","112.15"
"桃園市觀音區","上大里","886","545822","616","439","223","760","712.96","115.73"
"桃園市觀音區","崙坪里","1582","1023748","647","445","251","764","754.59","116.61"
"桃園市觀音區","保障里","660","425279","644","464","244","746","884.33","137.24"
"桃園市觀音區","草漯里","1368","862546","631","488","260","784","641.56","101.75"
"桃園市觀音區","樹林里","1709","921058","539","423","238","666","571.23","105.99"
"桃園市觀音區","富林里","686","398573","581","462","254","759","530.29","91.27"
"桃園市觀音區","塔腳里","304","194689","640","425","213","717","764.22","119.33"
"桃園市觀音區","富源里","1561","1032359","661","482","265","853","645.78","97.65"
"桃園市觀音區","草新里","2446","1634598","668","508","273","873","623.00","93.22"
"桃園市觀音區","其他","1","518","518","518","518","518","0.00","0.00"
"桃園市觀音區","合計","20874","13092093","627","459","249","783","674.49","107.54"
"桃園市復興區","長興里","94","53178","566","404","197","659","716.01","126.57"
"桃園市復興區","三民里","398","226152","568","454","235","727","508.48","89.49"
"桃園市復興區","澤仁里","315","179075","568","403","223","738","538.24","94.68"
"桃園市復興區","霞雲里","110","53882","490","384","220","623","402.45","82.16"
"桃園市復興區","義盛里","127","61576","485","375","201","670","408.17","84.18"
"桃園市復興區","高義里","125","55932","447","376","237","604","322.20","72.01"
"桃園市復興區","三光里","100","54988","550","481","226","716","476.30","86.62"
"桃園市復興區","奎輝里","146","76153","522","400","220","692","420.21","80.56"
"桃園市復興區","華陵里","186","98374","529","421","242","683","494.54","93.50"
"桃園市復興區","羅浮里","224","116016","518","381","164","685","567.35","109.54"
"桃園市復興區","其他","0","0","0","0","0","0","0.00","0.00"
"桃園市復興區","合計","1825","975326","534","414","219","695","502.41","94.01"
"桃園市其他","其他","22","15486","704","430","272","784","766.25","108.85"
"桃園市其他","合計","22","15486","704","430","272","784","766.25","108.85"
